AB_category	sample	sum_abund	f_groups
Aromatic hydrocarbons	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_38	3.34058534810459e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_63	5.1423203923608e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_67	2.96769190798324e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_68	1.18145002393333e-10	biocide and heavy metal resistance
Cycloalkane	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_68	4.2892067822913e-10	biocide and heavy metal resistance
Phenolic compounds	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_68	1.18145002393333e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_69	6.26679714674352e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_70	1.32830654810145e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413556merged	2.93540075267206e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413559merged	4.20123326533869e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413564merged	6.44083275822203e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413573merged	5.42332545076827e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413576merged	7.14111051618349e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413583merged	1.95565928741445e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413592merged	4.22427697325318e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413598merged	2.58625148217813e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413599merged	3.85756780855411e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413604merged	9.17718152497308e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413614merged	1.09110116887255e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413617merged	2.71251863526426e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413620merged	6.22880801073929e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413624merged	3.58878129579607e-08	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413638merged	5.72077440470415e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413709merged	3.18848723881169e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413713merged	7.67832405836396e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413714merged	6.86600501612594e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413717merged	1.27669324818457e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413718merged	9.185678096741e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413721merged	1.62498803604491e-08	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413734merged	1.90767588264209e-08	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413755merged	2.95046346761661e-10	biocide and heavy metal resistance
Cycloalkane	SRR413755merged	2.95046346761661e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413758merged	9.72109032431387e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413767merged	5.2039424435474e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRR413771merged	4.73990154183172e-08	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS011239	3.88776472744051e-10	biocide and heavy metal resistance
Cycloalkane	SRS011239	4.79831267948898e-10	biocide and heavy metal resistance
Alkane	SRS011302	2.5312874661568e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS011302	2.5312874661568e-11	biocide and heavy metal resistance
Phenolic compounds	SRS011302	2.5312874661568e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS011405	1.40709154488059e-10	biocide and heavy metal resistance
Cycloalkane	SRS011405	1.40709154488059e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS011529	5.12957135642947e-11	biocide and heavy metal resistance
Cycloalkane	SRS011529	5.12957135642947e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS012902	9.2640634499603e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS013158	2.82137576612236e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS013476	7.92654481692399e-11	biocide and heavy metal resistance
Cycloalkane	SRS013476	7.92654481692399e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS013687	9.13196110760403e-10	biocide and heavy metal resistance
Alkane	SRS013951	1.63010773498613e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS013951	1.07093046256594e-10	biocide and heavy metal resistance
Cycloalkane	SRS013951	1.63010773498613e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS014459	1.27585048155849e-10	biocide and heavy metal resistance
Cycloalkane	SRS014459	1.27585048155849e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS014683	7.54316242974471e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS015065	3.91430995025864e-11	biocide and heavy metal resistance
Cycloalkane	SRS015065	8.42270716690323e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS015369	1.87628879976193e-10	biocide and heavy metal resistance
Cycloalkane	SRS015369	1.87628879976193e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS015578	1.19583920491131e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS015663	3.1486502334692e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS015782	3.25044322165279e-10	biocide and heavy metal resistance
Cycloalkane	SRS015782	3.70625514055358e-10	biocide and heavy metal resistance
Acridine	SRS015960	3.5067825047936e-11	biocide and heavy metal resistance
Alkane	SRS015960	3.5067825047936e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS015960	3.5067825047936e-11	biocide and heavy metal resistance
Cycloalkane	SRS015960	3.5067825047936e-11	biocide and heavy metal resistance
Phenolic compounds	SRS015960	3.5067825047936e-11	biocide and heavy metal resistance
Acridine	SRS016018	3.68417400579382e-11	biocide and heavy metal resistance
Alkane	SRS016018	3.68417400579382e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS016018	3.68417400579382e-11	biocide and heavy metal resistance
Cycloalkane	SRS016018	3.68417400579382e-11	biocide and heavy metal resistance
Phenolic compounds	SRS016018	3.68417400579382e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS016267	4.04706002442395e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS016335	5.45481072930175e-11	biocide and heavy metal resistance
Cycloalkane	SRS016335	5.45481072930175e-11	biocide and heavy metal resistance
Phenolic compounds	SRS016335	5.45481072930175e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS016585	8.03615039210807e-07	biocide and heavy metal resistance
Alkane	SRS016753	5.41094887921848e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS016753	2.35783902653982e-11	biocide and heavy metal resistance
Cycloalkane	SRS016753	5.41094887921848e-11	biocide and heavy metal resistance
Phenolic compounds	SRS016753	2.35783902653982e-11	biocide and heavy metal resistance
Alkane	SRS017247	9.77332325389254e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS017247	9.77332325389254e-11	biocide and heavy metal resistance
Cycloalkane	SRS017247	9.77332325389254e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS017433	8.67457204842001e-11	biocide and heavy metal resistance
Cycloalkane	SRS017433	8.67457204842001e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS017521	1.03016981216762e-08	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS017821	6.72752169901663e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS018575	1.02363779663946e-10	biocide and heavy metal resistance
Cycloalkane	SRS018575	1.59615541264426e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS019030	3.61803789355765e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS019601	1.36491271182145e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS019968	2.33865874470474e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS020328	1.39914678050182e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS022609	3.03213053245508e-11	biocide and heavy metal resistance
Phenolic compounds	SRS022609	3.03213053245508e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS023583	1.44458723737556e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS023914	1.15961329532992e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS023971	2.09820903814891e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS024075	4.33810494412439e-11	biocide and heavy metal resistance
Cycloalkane	SRS024075	4.33810494412439e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS024132	3.18610673996574e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS024331	4.86988325047667e-11	biocide and heavy metal resistance
Cycloalkane	SRS024331	4.86988325047667e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS042284	6.50059229716218e-11	biocide and heavy metal resistance
Cycloalkane	SRS042284	6.50059229716218e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS043001	1.89928030175602e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS047014	4.63959498836448e-11	biocide and heavy metal resistance
Cycloalkane	SRS047014	4.63959498836448e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS047044	1.23559869162688e-10	biocide and heavy metal resistance
Cycloalkane	SRS047044	1.23559869162688e-10	biocide and heavy metal resistance
Alkane	SRS049900	7.13130511909551e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS049900	7.13130511909551e-11	biocide and heavy metal resistance
Cycloalkane	SRS049900	7.13130511909551e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS050752	1.20370960882394e-09	biocide and heavy metal resistance
Acridine	SRS052697	3.89357921862666e-11	biocide and heavy metal resistance
Alkane	SRS052697	3.89357921862666e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS052697	3.89357921862666e-11	biocide and heavy metal resistance
Cycloalkane	SRS052697	3.89357921862666e-11	biocide and heavy metal resistance
Phenolic compounds	SRS052697	3.89357921862666e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS063985	2.51423501726838e-10	biocide and heavy metal resistance
Cycloalkane	SRS063985	4.14846091704061e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS064276	2.59297500982888e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	SRS078176	7.3622323517048e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br04	1.03597879285949e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T19	1.07359355030702e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T25	2.30813479076194e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	Tomsk_2014_02_28_1_L01_07_50trimmed_T_F3	1.12875814264478e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	Tomsk_2014_02_28_1_L01_08_50trimmed_T_F3	2.0139313125243e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	Tomsk_2014_02_28_1_L01_09_50trimmed_T_F3	2.05902641737227e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	Tomsk_2014_02_28_1_L02_L03_merg_26_50trimmed_T_F3	2.64446835069997e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	Tomsk_2014_02_28_1_L02_L03_merg_28_50trimmed_T_F3	1.79710049000347e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	Tomsk_2014_02_28_1_L02_L03_merg_30_50trimmed_T_F3	3.07832010229137e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	Tomsk_2014_02_28_1_L02_L03_merg_32_50trimmed_T_F3	1.72867745221556e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	Tomsk_2014_02_28_1_L02_L03_merg_35_50trimmed_T_F3	4.9151645198384e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	Tomsk_2014_02_28_1_L02_L03_merg_36_50trimmed_T_F3	1.04004128919059e-10	biocide and heavy metal resistance
Cycloalkane	Tomsk_2014_02_28_1_L02_L03_merg_36_50trimmed_T_F3	1.04004128919059e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	Tomsk_2014_02_28_1_L02_L03_merg_38_50trimmed_T_F3	6.03347863699338e-10	biocide and heavy metal resistance
Biguanides	185_210_20111102_FRAG_BC_185_210_F3_191	3.28545272927958e-10	biocide and heavy metal resistance
Biguanides	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_41P	8.19878595467305e-10	biocide and heavy metal resistance
Biguanides	202_209_20111028_FRAG_BC_202_209_F3_207	2.68804065137808e-10	biocide and heavy metal resistance
Biguanides	202_209_20111028_FRAG_BC_202_209_F3_209	4.06917469684971e-10	biocide and heavy metal resistance
Alkane	222_257_20111020_FRAG_BC_222_257_F3_222	1.74313771983849e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	222_257_20111020_FRAG_BC_222_257_F3_222	1.74313771983849e-11	biocide and heavy metal resistance
Biguanides	222_257_20111020_FRAG_BC_222_257_F3_222	5.75199654164364e-11	biocide and heavy metal resistance
Cycloalkane	222_257_20111020_FRAG_BC_222_257_F3_222	1.74313771983849e-11	biocide and heavy metal resistance
Quaternary Ammonium Compounds (QACs)	222_257_20111020_FRAG_BC_222_257_F3_222	1.29361239196012e-10	biocide and heavy metal resistance
Xanthene	222_257_20111020_FRAG_BC_222_257_F3_222	1.74313771983849e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	222_257_20111020_FRAG_BC_222_257_F3_224	1.54003628808296e-11	biocide and heavy metal resistance
Biguanides	222_257_20111020_FRAG_BC_222_257_F3_224	9.11103013507684e-11	biocide and heavy metal resistance
Cycloalkane	222_257_20111020_FRAG_BC_222_257_F3_224	1.54003628808296e-11	biocide and heavy metal resistance
Organo-sulfate	222_257_20111020_FRAG_BC_222_257_F3_224	1.92526231421974e-10	biocide and heavy metal resistance
Acridine	222_257_20111020_FRAG_BC_222_257_F3_253	6.25768900326847e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	222_257_20111020_FRAG_BC_222_257_F3_253	2.12795810574161e-11	biocide and heavy metal resistance
Biguanides	222_257_20111020_FRAG_BC_222_257_F3_253	2.12795810574161e-11	biocide and heavy metal resistance
Phenolic compounds	222_257_20111020_FRAG_BC_222_257_F3_253	2.12795810574161e-11	biocide and heavy metal resistance
Quaternary Ammonium Compounds (QACs)	222_257_20111020_FRAG_BC_222_257_F3_253	1.50573991792078e-10	biocide and heavy metal resistance
Biguanides	261_268_20111115_FRAG_BC_261_268_F3_261	3.88360037134222e-09	biocide and heavy metal resistance
Biguanides	61_106_20121101_FRAG_BC_61_106_F3_61	9.29910376340721e-10	biocide and heavy metal resistance
Biguanides	61_106_20121101_FRAG_BC_61_106_F3_66	4.44597948233362e-10	biocide and heavy metal resistance
Biguanides	61_106_20121101_FRAG_BC_61_106_F3_70	6.68574417943503e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_182	1.19216679401063e-11	biocide and heavy metal resistance
Biguanides	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_182	2.13848914295661e-10	biocide and heavy metal resistance
Cycloalkane	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_182	1.19216679401063e-11	biocide and heavy metal resistance
Biguanides	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_100	1.02208902517501e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	kazan5500_2014_03_31_1_L01_16BR_50trimmed_T_F3	6.90652738823478e-11	biocide and heavy metal resistance
Phenolic compounds	kazan5500_2014_03_31_1_L01_16BR_50trimmed_T_F3	1.75250901685958e-10	biocide and heavy metal resistance
Xanthene	kazan5500_2014_03_31_1_L01_16BR_50trimmed_T_F3	6.90652738823478e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	kazan5500_2014_03_31_1_L01_18BR_50trimmed_T_F3	1.26401122142339e-10	biocide and heavy metal resistance
Biguanides	kazan5500_2014_03_31_1_L01_24BR_50trimmed_T_F3	2.94880256588807e-09	biocide and heavy metal resistance
Acridine	kazan5500_2014_03_31_1_L01_42BR_50trimmed_T_F3	1.06866401577302e-10	biocide and heavy metal resistance
Alkane	kazan5500_2014_03_31_1_L01_42BR_50trimmed_T_F3	1.7659526371443e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	kazan5500_2014_03_31_1_L01_42BR_50trimmed_T_F3	1.7659526371443e-11	biocide and heavy metal resistance
Biguanides	kazan5500_2014_03_31_1_L01_42BR_50trimmed_T_F3	1.7659526371443e-11	biocide and heavy metal resistance
Cycloalkane	kazan5500_2014_03_31_1_L01_42BR_50trimmed_T_F3	1.7659526371443e-11	biocide and heavy metal resistance
Organo-sulfate	kazan5500_2014_03_31_1_L01_42BR_50trimmed_T_F3	7.58847763642442e-11	biocide and heavy metal resistance
Quaternary Ammonium Compounds (QACs)	kazan5500_2014_03_31_1_L01_42BR_50trimmed_T_F3	7.58847763642442e-11	biocide and heavy metal resistance
Xanthene	kazan5500_2014_03_31_1_L01_42BR_50trimmed_T_F3	1.7659526371443e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	kazan5500_2014_03_31_1_L02_48BR_50trimmed_T_F3	1.1182041558104e-10	biocide and heavy metal resistance
Cycloalkane	kazan5500_2014_03_31_1_L02_48BR_50trimmed_T_F3	2.75607528998723e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	kazan5500_2014_03_31_1_L03_32BR_50trimmed_T_F3	1.08641577378687e-10	biocide and heavy metal resistance
